,source,model,image,description,url,price,sku,brand,width,width_i,height,height_i,length,length_i,sit_height,sit_height_i,depth,depth_i,sleep
98,mobelringen,System + modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/1/112633015_3523763.png,"Oppsett Malin F 53 vinkel høyre. Tekstil Mode violet. Ben hvitoljet eik, 13 cm, rund.",https://www.mobelringen.no/system-modulsofa-112633015,38799 NOK,112633015,BRUNSTAD AS,232,232.0,86,86.0,215,215.0,45,45.0,79,79.0,False
99,mobelringen,Stream 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/5/151763118_3995701.png,"Tekstil Flair Ocher, sortlakkerte stålben.",https://www.mobelringen.no/stream-3-seter-151763118,24999 NOK,151763118,BRUNSTAD AS,225,225.0,80,80.0,,,42,42.0,90,90.0,False
100,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/3/236544010_3714992.png,"Oppsett 15, arm 2. Tekstil Riviera Petrol. Ben eik sort. 35 kg kaldskum. Nakkestøtte er tillegg i pris.",https://www.mobelringen.no/passion-modulsofa-236544010,35099 NOK,236544010,TROELS MØBLER AS,273,273.0,85,85.0,245,245.0,47,47.0,88,88.0,False
101,mobelringen,Kos 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/305105001_8554040.png,XL. Tekstil beige. Ben krom.,https://www.mobelringen.no/kos-3-seter,13999 NOK,305105001,SCAPA BALTIC UAB,248,248.0,84,84.0,,,45,45.0,100,100.0,False
102,mobelringen,Balder hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292189_3630930.png,"FAST LAVPRIS. Oppsett 3-seter, hjørne og endeavslutning høyre. Tekstil Inari grafitt. Runde ben, mørke brun.",https://www.mobelringen.no/balder-hjornesofa,9999 NOK,292189,DOMINARI,280,280.0,82,82.0,202,202.0,45,45.0,86,86.0,False
103,mobelringen,"Marie 3,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/8/289021005_8607367.png,"Oppsett 3,5-seter m/vanger, DUO-puter. Tekstil Rome Forest. Ben sort stål, 20 cm.",https://www.mobelringen.no/marie-3-5-seter,12179 NOK,289021005,HJELLEGJERDE AS,222,222.0,80,80.0,,,45,45.0,88,88.0,False
104,mobelringen,"Anne 2,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/275131007_8607368.png,"Oppsett 2,5-seter med armtype 1. Tekstil Ruby blue. Ben firkantet eik natur. Rektangulære ryggputer, soft og soft seteputer.",https://www.mobelringen.no/anne-2-5-seter,8939 NOK,275131007,HJELLEGJERDE AS,211,211.0,86,86.0,,,47,47.0,85,85.0,False
105,mobelringen,Stream 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/5/151763075_501830.png,Stoff Fenice Jade. Ben matt chrome.,https://www.mobelringen.no/stream-3-seter,33299 NOK,151763075,BRUNSTAD AS,225,225.0,80,80.0,,,42,42.0,90,90.0,False
106,mobelringen,HØDNEBØ® Lillesand modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/307186001_8567612.png,"Oppsett B; arm-1,5s-1,5s-arm. Tekstil Laguna velvet mole. Ben black rund, 6,5 cm.",https://www.mobelringen.no/hodnebor-lillesand-modulsofa-307186001,29399 NOK,307186001,HØDNEBØ,222,222.0,80,80.0,,,45,45.0,67,67.0,False
107,mobelringen,Nordicline 1-seter stol,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/253215007_8605861.png,"Tekstil Dana light grey. Ben skrå, sort eik, 20 cm. Arm 15.",https://www.mobelringen.no/nordicline-1-seter-stol-253215007,10999 NOK,253215007,HJELLEGJERDE AS,86,86.0,83,83.0,,,46,46.0,88,88.0,False
108,mobelringen,Happy hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/270169008_3805199.png,"Oppsett: 2-seter, hjørne, 2-seter. Tekstil Shadow light grey. Ben hvitoljet eik. Løse konvoluttputer (A1).",https://www.mobelringen.no/happy-hjornesofa-270169008,35599 NOK,270169008,TROELS MØBLER AS,269,269.0,89,89.0,269,269.0,47,47.0,102,102.0,False
109,mobelringen,"HØDNEBØ® Hvaler 1,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292260001_3365288.png,"Hud Astro Line Black, stålbøyle sort.",https://www.mobelringen.no/hodnebor-hvaler-1-5-seter,22899 NOK,292260001,HØDNEBØ,111,111.0,83,83.0,,,46,46.0,86,86.0,False
110,mobelringen,"Nordicline 3,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/252017006_8541232.png,"Tekstil Dana light grey. Ben skrå sort eik, 20 cm. DUO-puter.",https://www.mobelringen.no/nordicline-3-5-seter,20099 NOK,252017006,HJELLEGJERDE AS,216,216.0,83,83.0,,,46,46.0,88,88.0,False
111,mobelringen,HØDNEBØ® Tromøya 1-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292258001_3365322.png,"Tekstil Laguna Velvet Coal, ben list krom 12 cm.",https://www.mobelringen.no/hodnebor-tromoya-1-seter,12799 NOK,292258001,HØDNEBØ,83,83.0,77,77.0,,,46,46.0,87,87.0,False
112,mobelringen,Verona sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/295040014_8681720.png,"2,5 seter. Tekstil Amadeus petrol. Sorte ben. Liggemål 140 x 198 cm.",https://www.mobelringen.no/verona-sovesofa-295040014,14999 NOK,295040014,HOVDEN MØBEL AS,180,180.0,86,86.0,,,,,95,95.0,True
113,mobelringen,Isak hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322344001_8678037.png,"Oppsett: 3-seter duo, hjørne, endeavslutning høyre. Arm 2. Tekstil Square blå, wengefarget ben.",https://www.mobelringen.no/isak-hjornesofa-322344001,14719 NOK,322344001,DOMINARI - NORTH LIVING,279,279.0,80,80.0,206,206.0,,,89,89.0,False
114,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/255790015_3697105.png,"Oppsett 21, arm 4. Tekstil Unite blue. Alu ben 10, justerbar.",https://www.mobelringen.no/passion-modulsofa-255790015,24659 NOK,255790015,TROELS MØBLER AS,308,308.0,85,85.0,271,271.0,47,47.0,88-148,,False
115,mobelringen,Mantovani 1-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/251981009_3967318.png,"Arm 10, tekstil Panama Gold. Soft rygg- og setepute. Ben eik sort, 12 cm.",https://www.mobelringen.no/mantovani-1-seter,10799 NOK,251981009,HJELLEGJERDE AS,96,96.0,81,81.0,,,45,45.0,86,86.0,False
116,mobelringen,Balder hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/295848_3854436.jpg,"FAST LAVPRIS. Oppsett 3-seter, hjørne og endeavslutning høyre. Tekstil Inari lys grå. Runde ben, mørke brun.",https://www.mobelringen.no/balder-hjornesofa-295848,9999 NOK,295848,DOMINARI,280,280.0,82,82.0,202,202.0,45,45.0,86,86.0,False
117,mobelringen,Sandefjord modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/9/196852004_1161808.png,"Oppsett 2,5-v-2 arm A. Milano ensfarget betong. Eikefarget ben.",https://www.mobelringen.no/sandefjord-modulsofa,38299 NOK,196852004,STORDAL AS,236,236.0,84,84.0,209,209.0,46,46.0,85,85.0,False
118,mobelringen,Isak hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322348001_8651763.png,"Oppsett divan, 2-seter, hjørne, 2-seter. Arm 1. Tekstil Philip grey. Ben hvitoljet eik.",https://www.mobelringen.no/isak-hjornesofa,15999 NOK,322348001,DOMINARI - NORTH LIVING,294,294.0,80,80.0,229,229.0,,,89,89.0,False
119,mobelringen,Sofia sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/8/185806009_943504.png,"2,5-seter. Stoff Emma light grey. Madrassmål 133x198 cm. Utslått lengde 238 cm.",https://www.mobelringen.no/sofia-sovesofa-185806009,11999 NOK,185806009,HOVDEN MØBEL AS,182,182.0,72,72.0,238,238.0,,,95,95.0,True
120,mobelringen,Balder hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292205_3486358.png,"FAST LAVPRIS. Oppsett 3-s, hjørne og 2-s (vendbar). Tekstil Inari grafitt. Runde ben, mørke brun. Pris eks. nakkestøtte/tilbehør.",https://www.mobelringen.no/balder-hjornesofa-292205,10999 NOK,292205,DOMINARI,281,281.0,82,82.0,231,231.0,45,45.0,86,86.0,False
121,mobelringen,Isak hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322343001_8679934.png,"Oppsett: 3-seter duo - hjørne - endeavslutning venstre. Arm 2. Tekstil Square blå, wengefarget ben.",https://www.mobelringen.no/isak-hjornesofa-322343001,14719 NOK,322343001,DOMINARI - NORTH LIVING,279,279.0,80,80.0,206,206.0,,,89,89.0,False
122,mobelringen,Stressless® Emma E200 modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/302377002_8613585.jpg,"Oppsett C-22, soft. Tekstil Karma aqua, stålben, 11 cm.",https://www.mobelringen.no/stresslessr-emma-e200-modulsofa-302377002,40780 NOK,302377002,STRESSLESS,247,247.0,83,83.0,247,247.0,46,46.0,96,96.0,False
123,mobelringen,Stressless® Aurora 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/290301004_3916445.png,"Lav rygg. Hud Paloma copper. Stålben, 11 cm.",https://www.mobelringen.no/stresslessr-aurora-3-seter-290301004,26999 NOK,290301004,STRESSLESS,228,228.0,89,89.0,,,47,47.0,81,81.0,False
124,mobelringen,Easy modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/256507002_2669868.png,"Oppsett 2,5-seter, MS TD arm A. Tekstil Bari black&white, sorte ben.",https://www.mobelringen.no/easy-modulsofa-256507002,14199 NOK,256507002,SCAPA BALTIC UAB,327,327.0,90,90.0,162,162.0,,,95,95.0,False
125,mobelringen,Happy 4-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/4/248769013_3676418.png,Tekstil eros grey. Med antikk nagler. Ben eik valnøtt.,https://www.mobelringen.no/happy-4-seter,20499 NOK,248769013,TROELS MØBLER AS,264,264.0,89,89.0,,,47,47.0,102,102.0,False
126,mobelringen,Multibygg modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/274275002_2619952.png,"Oppsett 22 Arm 3. Tekstil Sutton 550 black. Ben 10,5 cm eik hvitoljet.",https://www.mobelringen.no/multibygg-modulsofa-274275002,16079 NOK,274275002,HJORT KNUDSEN AS,292,292.0,80,80.0,155,155.0,,,90,90.0,False
127,mobelringen,Multibygg modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/4/246416001_480026.png,"Oppsett 20 Arm 3. Tekstil Vila light grey, 10,5 cm sortbeiset bøk ben. Med elektrisk recliner. Nakkestøtte kommer i tillegg i pris.",https://www.mobelringen.no/multibygg-modulsofa,27999 NOK,246416001,HJORT KNUDSEN AS,347,347.0,80,80.0,277,277.0,47,47.0,90,90.0,False
128,mobelringen,Marie modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/8/289009005_3977038.png,"Oppsett 2,5-seter, hjørne, 3-seter duo. Tekstil Lisa bronze. Ben rett sort eik, 20 cm.",https://www.mobelringen.no/marie-modulsofa-289009005,21999 NOK,289009005,HJELLEGJERDE AS,273,273.0,80,80.0,235,235.0,45,45.0,88,88.0,False
129,mobelringen,Charlotte divan / 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/8/288917001_3306322.png,"Divan høyre. Tekstil fløyel matt gold. Ben rundt tre, sort 16 cm.",https://www.mobelringen.no/charlotte-divan-3-seter,17499 NOK,288917001,HJELLEGJERDE AS,208,208.0,76,76.0,,,42,42.0,88,88.0,False
130,mobelringen,System + sofagruppe 3 + 2 seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/1/115683025_3423144.png,Modell Malin. Tekstil Cabana sand. Ben eik hvitoljet 13 cm firkantet.,https://www.mobelringen.no/system-sofagruppe-3-2-seter-115683025,38499 NOK,115683025,BRUNSTAD AS,203/148,,86,86.0,,,45,45.0,79,79.0,False
131,mobelringen,Stressless® Emma E200 modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/302377005_8677482.png,"Oppsett C-22, soft. Hud Batick black, stålben, 11 cm. Pris eks. nakkestøtte.",https://www.mobelringen.no/stresslessr-emma-e200-modulsofa-302377005,49780 NOK,302377005,STRESSLESS,247,247.0,83,83.0,247,247.0,46,46.0,96,96.0,False
132,mobelringen,Easy modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/1/216858018_1171720.png,"Oppsett hjørne (2,5-H-1,5 TD arm D). Tekstil Troy lys grå 6858, ben sort 8 cm.",https://www.mobelringen.no/easy-modulsofa,16399 NOK,216858018,SCAPA BALTIC UAB,295,295.0,90,90.0,213,213.0,,,95,95.0,False
133,mobelringen,Happy 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/4/248768002_1382995.png,"XL. Tekstil Ranch desert dark grey, eik sortbeiset ben. Konvoluttputer.",https://www.mobelringen.no/happy-3-seter,19499 NOK,248768002,TROELS MØBLER AS,250,250.0,89,89.0,,,47,47.0,102,102.0,False
134,mobelringen,Mantovani modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/251995002_8637155.png,Oppsett C A11 SCS. Tekstil Savanah light grey. Foam/foam. Runde stålben.,https://www.mobelringen.no/mantovani-modulsofa-251995002,14699 NOK,251995002,HJELLEGJERDE AS,219,219.0,81,81.0,151,151.0,45,45.0,86,86.0,False
135,mobelringen,Polo sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/256518_1175558.png,"Tekstil Troy ljusgrå, sengemål 165x200.",https://www.mobelringen.no/polo-sovesofa,9399 NOK,256518,SCAPA BALTIC UAB,205,205.0,90,90.0,165,165.0,,,86,86.0,True
136,mobelringen,Sandefjord 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/9/196843005_3361229.png,"Med duo-puter, arm G. Tekstil Loen ensfarget rust. Ben Q hvitoljet.",https://www.mobelringen.no/sandefjord-3-seter,20239 NOK,196843005,STORDAL AS,184,184.0,84,84.0,,,46,46.0,85,85.0,False
137,mobelringen,Balder hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292206_8606841.jpg,"FAST LAVPRIS. Oppsett 3-seter, hjørne og 2-seter (vendbar). Tekstil Inari antrasitt. Runde ben, mørke brun. Pris eks. tilbehør.",https://www.mobelringen.no/balder-hjornesofa-292206,10999 NOK,292206,DOMINARI,281,281.0,82,82.0,231,231.0,45,45.0,86,86.0,False
138,mobelringen,Happy hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/270171003_8677679.png,"Oppsett: 3-seter, hjørne, endeavslutning. Tekstil Adore dark green. Ben sortbeiset eik. Løse konvoluttputer (A1).",https://www.mobelringen.no/happy-hjornesofa-270171003,30799 NOK,270171003,TROELS MØBLER AS,306,306.0,89,89.0,254,254.0,47,47.0,102,102.0,False
139,mobelringen,Nordicline modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/1/318866001_8605913.png,"Oppsett K, arm 12. Tekstil Lisa Green. Ben skrå natur eik 20cm.",https://www.mobelringen.no/nordicline-modulsofa-318866001,19679 NOK,318866001,HJELLEGJERDE AS,234,234.0,83,83.0,188,188.0,46,46.0,88,88.0,False
140,mobelringen,Mantovani modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/4/248834001_1139412.png,"15 oppsett A arm 5. Fossvik støvet blå. Pyramideformet, hvitvasket eik ben.",https://www.mobelringen.no/mantovani-modulsofa,47499 NOK,248834001,HJELLEGJERDE AS,305,305.0,81,81.0,203,203.0,45,45.0,86,86.0,False
141,mobelringen,Embla hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322334002_8651474.png,"Oppsett: 2-seter, hjørne, 2-seter. Tekstil Diana lys granitt. Ben wenge.",https://www.mobelringen.no/embla-hjornesofa-322334002,24999 NOK,322334002,DOMINARI - NORTH LIVING,250,250.0,78,78.0,250,250.0,,,94,94.0,False
142,mobelringen,Passion 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/0/205130048_2502615.png,"Arm 3, 35 kg kaldskum seteputer, ryggputer dun. Hud Nanuke blue. Alu vinkelben.",https://www.mobelringen.no/passion-3-seter,31499 NOK,205130048,TROELS MØBLER AS,219,219.0,86,86.0,,,47,47.0,88,88.0,False
143,mobelringen,Stressless® Arion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/301331001_3992409.jpg,"Oppsett A1. Tekstil Erica grey, ben sort bøk, 11 cm.",https://www.mobelringen.no/stresslessr-arion-modulsofa-301331001,57680 NOK,301331001,STRESSLESS,335,335.0,,,242,242.0,44,44.0,80,80.0,False
144,mobelringen,Happy Lux 4-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/8/286677008_8677678.png,Tekstil Siena natur. Ben sort eik. Konvoluttputer.,https://www.mobelringen.no/happy-lux-4-seter,19799 NOK,286677008,TROELS MØBLER AS,264,264.0,90,90.0,,,43,43.0,102,102.0,False
145,mobelringen,Embla 3-seter m/divan,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322544001_8651475.png,"Tekstil Diana lys granitt, ben wenge.",https://www.mobelringen.no/embla-3-seter-m-divan,16999 NOK,322544001,DOMINARI - NORTH LIVING,270,270.0,80,80.0,151,151.0,45,45.0,94,94.0,False
146,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/255790022_3697107.png,"Oppsett 21, arm 4. Tekstil Unite medium brown. Krom ben.",https://www.mobelringen.no/passion-modulsofa-255790022,26339 NOK,255790022,TROELS MØBLER AS,308,308.0,85,85.0,271,271.0,47,47.0,88-148,,False
147,mobelringen,Balder hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/300659_3854474.jpg,"FAST LAVPRIS. Oppsett 2-seter, hjørne og 2-seter. Tekstil Inari grafitt. Runde ben, mørke brun. Pris eks. nakkestøtte/tilbehør.",https://www.mobelringen.no/balder-hjornesofa-300659,9999 NOK,300659,DOMINARI,231,231.0,82,82.0,231,231.0,45,45.0,86,86.0,False
148,mobelringen,Ventos modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/306742002_8677412.png,"Oppsett G TD, arm B. Tekstil Silent taupe. Sorte ben.",https://www.mobelringen.no/ventos-modulsofa-306742002,18999 NOK,306742002,SCAPA BALTIC UAB,333,333.0,86,86.0,230,230.0,,,95/170,,False
149,mobelringen,Fly sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/307020_8663455.jpg,"FAST LAVPRIS. 2,5-seter, tekstil Eng graphite 97, liggemål 140x199.",https://www.mobelringen.no/fly-sovesofa,6999 NOK,307020,DOMINARI - NORTH LIVING,199,199.0,87,87.0,,,40,40.0,100,100.0,True
150,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/255790021_3697106.png,"Oppsett 21, arm 4. Tekstil Unite green. Alu ben 10, justerbar.",https://www.mobelringen.no/passion-modulsofa-255790021,26339 NOK,255790021,TROELS MØBLER AS,308,308.0,85,85.0,271,271.0,47,47.0,88-148,,False
151,mobelringen,Fantasy 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/8/283425009_3995696.png,"Modulsofa oppsett 3-seter m arm C. Soft ryggpute. Tekstil Mode/Icon silver. Ben sort aluminium, 16 cm, rund.",https://www.mobelringen.no/fantasy-3-seter-283425009,17399 NOK,283425009,BRUNSTAD AS,190,190.0,80,80.0,,,44,44.0,89,89.0,False
152,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/3/236544011_3714994.png,"Oppsett 15, arm 2. Tekstil Riviera Petrol/mint. Ben eik sort. 35 kg kaldskum. Nakkestøtte er tillegg i pris.",https://www.mobelringen.no/passion-modulsofa-236544011,35099 NOK,236544011,TROELS MØBLER AS,273,273.0,85,85.0,245,245.0,47,47.0,88,88.0,False
153,mobelringen,Sandefjord modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/9/196856018_8626520.png,"Oppsett 3-v-2,5 arm B. Duo-pute. Med pynteputer (44x44 cm). Tekstil Page grønn. Ben V sort.",https://www.mobelringen.no/sandefjord-modulsofa-196856018,33999 NOK,196856018,STORDAL AS,264,264.0,84,84.0,236,236.0,46,46.0,85,85.0,False
154,mobelringen,Mantovani 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/251988004_2793169.png,"Sofa i tekstil Medley grønnbrun, vinkelben sort. DUO-puter. Soft ryggpute.",https://www.mobelringen.no/mantovani-3-seter,14399 NOK,251988004,HJELLEGJERDE AS,191,191.0,81,81.0,,,45,45.0,86,86.0,False
155,mobelringen,Stressless® Emma E200 modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/1/317753001_8675391.png,"Oppsett 3-seter med Power-funksjon venstre. Tekstil Calido light grey, stålben 110 mm.",https://www.mobelringen.no/stresslessr-emma-e200-modulsofa-317753001,38840 NOK,317753001,STRESSLESS,250,250.0,99,99.0,,,46,46.0,188,188.0,False
156,mobelringen,HØDNEBØ® Hvaler 4-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292286001_3365289.png,"Hud Astro Line Black, stålbøyle sort.",https://www.mobelringen.no/hodnebor-hvaler-4-seter,41199 NOK,292286001,HØDNEBØ,262,262.0,83,83.0,,,46,46.0,86,86.0,False
157,mobelringen,Mantovani modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/253170002_3967320.png,"Oppsett F, A1 duo. Panama grey beige. Ben sort eik, 12 cm. Pris eks. nakkestøtte.",https://www.mobelringen.no/mantovani-modulsofa-253170002,39799 NOK,253170002,HJELLEGJERDE AS,275,275.0,81,81.0,237,237.0,45,45.0,86,86.0,False
158,mobelringen,"HØDNEBØ® Tromøya 1,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292259001_3365316.png,"Tekstil Laguna Velvet Rust, ben pyramide sort.",https://www.mobelringen.no/hodnebor-tromoya-1-5-seter,13799 NOK,292259001,HØDNEBØ,106,106.0,77,77.0,,,46,46.0,87,87.0,False
159,mobelringen,Sofia sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/0/205932004_8555783.png,3-seter. Tekstil Emma light grey. Standard ben. Madrassmål 153x195 cm. Utslått lengde 238 cm.,https://www.mobelringen.no/sofia-sovesofa-205932004,14999 NOK,205932004,HOVDEN MØBEL AS,202,202.0,85,85.0,238,238.0,,,95,95.0,True
160,mobelringen,Anne modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/275130001_2504991.png,"Oppsett: Arm 1-2,5-seter-90-endemodul høyre. Tekstil Laguna velvet grønn, vinkelbein i sort. Med konvoluttputer 50x50/soft.",https://www.mobelringen.no/anne-hjornesofa,28699 NOK,275130001,HJELLEGJERDE AS,280,280.0,86,86.0,202,202.0,47,47.0,85,85.0,False
161,mobelringen,"Stressless® Stella 2,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/302199001_3919157.jpg,Tekstil Grace Rust. Ben matt sort. Arm S1.,https://www.mobelringen.no/stresslessr-stella-2-5-seter,19999 NOK,302199001,STRESSLESS,227,227.0,78,78.0,,,44,44.0,93,93.0,False
162,mobelringen,Stressless® Aurora 2-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/290305005_3916431.png,"Høy rygg. Hud Paloma Shadow Blue. Ben sort bøk, 11 cm.",https://www.mobelringen.no/stresslessr-aurora-2-seter,23999 NOK,290305005,STRESSLESS,164,164.0,102,102.0,,,47,47.0,82,82.0,False
163,mobelringen,Embla hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322331001_8646300.png,"U-oppsett: Divan, 2-seter, hjørne, endeavslutning høyre. Tekstil Diana lys granitt. Ben wenge.",https://www.mobelringen.no/embla-hjornesofa,24999 NOK,322331001,DOMINARI - NORTH LIVING,314,314.0,78,78.0,214,214.0,45,45.0,94,94.0,False
164,mobelringen,Stressless® Aurora 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/1/318498001_8638497.png,"Med Stressless® Power, motorisert komfortfunksjon, venstre. Høy rygg. Hud sparrow blue. Ben stål, 11 cm. Ø4,2 cm.",https://www.mobelringen.no/stresslessr-aurora-3-seter-318498001,39544 NOK,318498001,STRESSLESS,,,,,,,,,,,False
165,mobelringen,Moon sovesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/5/256524001_1173779.png,"Tekstil Troy antracit, chrome ben.",https://www.mobelringen.no/moon-sovesofa,9099 NOK,256524001,SCAPA BALTIC UAB,205,205.0,92,92.0,,,,,92,92.0,True
166,mobelringen,Stressless® Stella hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/302723015_3919193.jpg,Oppsett C21 S1. Hud Paloma copper. Ben chrome.,https://www.mobelringen.no/stresslessr-stella-hjornesofa,42328 NOK,302723015,STRESSLESS,,,78,78.0,169,169.0,44,44.0,93,93.0,False
