,source,model,image,description,url,price,height,width,depth,sit_depth,sit_width,sit_height,legs,SKU,sleep,clearance,max_depth,width_i
22,sofacompany,Vera,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/7/078803059010_Front_2.JPG,,https://no.sofacompany.com/vera-3-seater-sofa-vega-sand-dune-oak-a-17-cm-078803059010,8999 NOK,78cm,216cm,94cm,61cm,186cm,47cm,"Oak, A, 17 cm",078803059010,n,17,,216
23,sofacompany,Vera,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/7/078803177122_vera_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/vera-3-seater-sofa-olena-light-grey-oak-soap-a-17-cm-078803177122,8999 NOK,78cm,216cm,94cm,61cm,186cm,47cm,"Oak Soap, A, 17 cm",078803177122,n,17,,216
24,sofacompany,Vera,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/7/078803178122_vera_3seater_1760x880grey_low_v1.jpg,,https://no.sofacompany.com/vera-3-seater-sofa-olena-midnight-blue-oak-soap-a-17-cm-078803178122,8999 NOK,78cm,216cm,94cm,61cm,186cm,47cm,"Oak Soap, A, 17 cm",078803178122,n,17,,216
25,sofacompany,Nelson,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150308177164_nelson_3seater_1760x880grey_v1_2.jpg,,https://no.sofacompany.com/nelson-cornersofa-olena-light-grey-oak-b-16-cm-150308177016,14999 NOK,81cm,264cm,93cm,56cm,227cm,44cm,"Oak, B, 16 cm",150308177016,n,16,198.0,264
26,sofacompany,Douglas,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/190804202215_douglas_4seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/douglas-4-seater-sofa-agnes-brown-oak-e-10-cm-190804202215,12999 NOK,86cm,302cm,97cm,60cm,270cm,43cm,"Oak, E, 10 cm",190804202215,n,10,,302
27,sofacompany,Nelson,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150308184164_Front_1.jpg,,https://no.sofacompany.com/nelson-cornersofa-olena-antracit-oak-soap-b-16-cm-150308184164,14999 NOK,81cm,264cm,93cm,56cm,227cm,44cm,"Oak Soap, B, 16 cm",150308184164,n,16,198.0,264
28,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841301192184_dane_1seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-sorrento-dark-plum-black-e-3-cm-19841301192184,4499 NOK,71cm,95cm,95cm,67cm,95cm,42cm,"Black, E, 3 cm",19841301192184,n,3,,95
29,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841301194184_dane_1seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-velour-matt-amber-black-e-3-cm-19841301194184,4499 NOK,71cm,95cm,95cm,67cm,95cm,42cm,"Black, E, 3 cm",19841301194184,n,3,,95
30,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841301206184_dane_1seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-mosso-steel-grey-black-e-3-cm-19841301206184,4499 NOK,71cm,95cm,95cm,67cm,95cm,42cm,"Black, E, 3 cm",19841301206184,n,3,,95
31,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841305192184_dane_footrest_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-sorrento-dark-plum-black-e-3-cm-19841305192184,3499 NOK,42cm,95cm,95cm,95cm,95cm,42cm,"Black, E, 3 cm",19841305192184,n,3,,95
32,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841305194184_dane_footrest_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-velour-matt-amber-black-e-3-cm-19841305194184,3499 NOK,42cm,95cm,95cm,95cm,95cm,42cm,"Black, E, 3 cm",19841305194184,n,3,,95
33,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841305206184_dane_footrest_1760x880grey_v1.jpg,,https://no.sofacompany.com/dane-modular-sofa-mosso-steel-grey-black-e-3-cm-19841305206184,3499 NOK,42cm,95cm,95cm,95cm,95cm,42cm,"Black, E, 3 cm",19841305206184,n,3,,95
34,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125609134100_Front_1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125609134100,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Brass Metal, C, 17 cm",125609134100,n,17,,300
35,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125609202208_astha_3schaise_1760x880grey_v1_3.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-agnes-brown-oak-soap-b-17-cm-125609202208,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Oak Soap, B, 17 cm",125609202208,n,17,,300
36,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125609204294_astha_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125609204294,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Black Matt PC Steel, C, 17cm",125609204294,n,17,,300
37,sofacompany,Ella,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/9/096803058112_Front_1.jpg,,https://no.sofacompany.com/ella-3-seater-sofa-vega-antracit-oak-e-19-cm-096803058112,9999 NOK,85cm,221cm,93cm,60cm,178cm,47cm,"Oak, E, 19 cm",096803058112,n,19,,221
38,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125610134100_Front_1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125610134100,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Brass Metal, C, 17 cm",125610134100,n,17,,300
39,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125610202208_astha_3schaise_1760x880_v1_2.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-agnes-brown-oak-soap-b-17-cm-125610202208,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Oak Soap, B, 17 cm",125610202208,n,17,,300
40,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125610204294_astha_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125610204294,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Black Matt PC Steel, C, 17cm",125610204294,n,17,,300
41,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125672134100_astha_2seater_chaise_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125672134100,10499 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Brass Metal, C, 17 cm",125672134100,n,17,,208
42,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125672202208_astha_2seater_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-agnes-brown-oak-soap-b-17-cm-125672202208,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Oak Soap, B, 17 cm",125672202208,n,17,,208
43,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125672204294_astha_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125672204294,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Black Matt PC Steel, C, 17cm",125672204294,n,17,,208
44,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125673134100_astha_2seater_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125673134100,10499 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Brass Metal, C, 17 cm",125673134100,n,17,,208
45,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125673202208_astha_2seater_chaise_1760x880grey_v1_2.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-agnes-brown-oak-soap-b-17-cm-125673202208,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Oak Soap, B, 17 cm",125673202208,n,17,,208
46,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125673204294_astha_chaise_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125673204294,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Black Matt PC Steel, C, 17cm",125673204294,n,17,,208
47,sofacompany,Harper,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/3/136709136026_Front_1.jpg,,https://no.sofacompany.com/harper-chaise-longue-sofa-velour-lux-dark-green-walnut-stained-b-19-cm-136709136026,12499 NOK,86cm,248cm,91cm,56cm,196cm,47cm,"Walnut Stained, B, 19 cm",136709136026,n,19,,248
48,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302192184_dane_corner_1760x880grey_v2_2_fliped_1.jpg,,https://no.sofacompany.com/dane-modular-sofa-sorrento-dark-plum-black-e-3-cm-19841310192184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841310192184,n,3,,95
49,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302194184_dane_corner_1760x880grey_v3_fliped_1.jpg,,https://no.sofacompany.com/dane-modular-sofa-velour-matt-amber-black-e-3-cm-19841310194184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841310194184,n,3,,95
50,sofacompany,Harper,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/3/136710136026_Front_1.jpg,,https://no.sofacompany.com/harper-chaise-longue-sofa-velour-lux-dark-green-walnut-stained-b-19-cm-136710136026,12499 NOK,86cm,248cm,91cm,56cm,196cm,47cm,"Walnut Stained, B, 19 cm",136710136026,n,19,,248
51,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302192184_dane_corner_1760x880grey_v2_1_1.jpg,,https://no.sofacompany.com/dane-modular-sofa-sorrento-dark-plum-black-e-3-cm-19841311192184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841311192184,n,3,,95
52,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302194184_dane_corner_1760x880grey_v3_3.jpg,,https://no.sofacompany.com/dane-modular-sofa-velour-matt-amber-black-e-3-cm-19841311194184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841311194184,n,3,,95
53,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302206184_dane_corner_1760x880grey_v3_fliped_1.jpg,,https://no.sofacompany.com/dane-modular-sofa-mosso-steel-grey-black-e-3-cm-19841310206184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841310206184,n,3,,95
54,sofacompany,Dane,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/19841302206184_dane_corner_1760x880grey_v3_3.jpg,,https://no.sofacompany.com/dane-modular-sofa-mosso-steel-grey-black-e-3-cm-19841311206184,4999 NOK,71cm,95cm,95cm,67cm,67cm,42cm,"Black, E, 3 cm",19841311206184,n,3,,95
55,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125603134100_Front_1.jpg,,https://no.sofacompany.com/astha-3-seater-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125603134100,8999 NOK,83cm,218cm,89cm,56cm,198cm,46cm,"Brass Metal, C, 17 cm",125603134100,n,17,,218
56,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140809153008_Front_1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-talent-cool-grey-smoked-oak-e-17-cm-140809153008,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Smoked Oak, E, 17 cm",140809153008,n,17,163.0,256
57,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125603194294_astha_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-3-seater-sofa-velour-matt-amber-black-matt-pc-steel-c-17cm-125603194294,8999 NOK,83cm,218cm,89cm,56cm,198cm,46cm,"Black Matt PC Steel, C, 17cm",125603194294,n,17,,218
58,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140809166008_Front_1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-velour-lux-navy-smoked-oak-e-17-cm-140809166008,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Smoked Oak, E, 17 cm",140809166008,n,17,163.0,256
59,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125603202208_astha_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-3-seater-sofa-agnes-brown-oak-soap-b-17-cm-125603202208,8999 NOK,83cm,218cm,89cm,56cm,198cm,46cm,"Oak Soap, B, 17 cm",125603202208,n,17,,218
60,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140809184163_Front_2.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-olena-antracit-oak-soap-e-17-cm-140809184163,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Oak Soap, E, 17 cm ",140809184163,n,,163.0,256
61,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125603204294_astha_3seater_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/astha-3-seater-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125603204294,8999 NOK,83cm,218cm,89cm,56cm,198cm,46cm,"Black Matt PC Steel, C, 17cm",125603204294,n,17,,218
62,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140810153008_Front_1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-talent-cool-grey-smoked-oak-e-17-cm-140810153008,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Smoked Oak, E, 17 cm",140810153008,n,17,163.0,256
63,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140810166008_Front_1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-velour-lux-navy-smoked-oak-e-17-cm-140810166008,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Smoked Oak, E, 17 cm",140810166008,n,17,163.0,256
64,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140810184163_Angle_1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-olena-antracit-oak-soap-e-17-cm-140810184163,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Oak Soap, E, 17 cm ",140810184163,n,,163.0,256
65,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602204294_astha_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-sorrento-steel-blue-black-matt-pc-steel-c-17cm-125602204294,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Black Matt PC Steel, C, 17cm",125602204294,n,17,,175
66,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602221294_astha_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-danny-steel-grey-black-matt-pc-steel-c-17cm-125602221294,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Black Matt PC Steel, C, 17cm",125602221294,n,17,,175
67,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602236294_astha_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-cura-dark-green-black-matt-pc-steel-c-17cm-125602236294,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Black Matt PC Steel, C, 17cm",125602236294,n,17,,175
68,sofacompany,Harper,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/3/136703136026_Front_1.jpg,,https://no.sofacompany.com/harper-3-seater-sofa-velour-lux-dark-green-walnut-stained-b-19-cm-136703136026,8999 NOK,86cm,207cm,91cm,56cm,186cm,47cm,"Walnut Stained, B, 19 cm",136703136026,n,19,,207
69,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602134100_astha_2seater_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-velour-matt-dark-grey-brass-metal-c-17-cm-125602134100,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Brass Metal, C, 17 cm",125602134100,n,17,,175
70,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140803153008_Front_1.jpg,,https://no.sofacompany.com/vilmar-3-seater-sofa-talent-cool-grey-smoked-oak-e-17-cm-140803153008,9999 NOK,85cm,224cm,98cm,66cm,180cm,46cm,"Smoked Oak, E, 17 cm",140803153008,n,17,163.0,224
71,sofacompany,Nelson,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150307244234_nelson_cornerleft_1760x880grey_v1.jpg,,https://no.sofacompany.com/nelson-cornersofa-planet-legion-blue-walnut-natural-b-16-cm-150307244234,14999 NOK,81cm,264cm,93cm,56cm,227cm,44cm,"Walnut Natural, B, 16 cm",150307244234,n,16,198.0,264
72,sofacompany,Nelson,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150308244234_nelson_cornerright_1760x880grey_v1.jpg,,https://no.sofacompany.com/nelson-cornersofa-planet-legion-blue-walnut-natural-b-16-cm-150308244234,14999 NOK,81cm,264cm,93cm,56cm,227cm,44cm,"Walnut Natural, B, 16 cm",150308244234,n,16,198.0,264
73,sofacompany,Flora,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/9/192702209297_flora_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/flora-2-seater-sofa-danny-amber-black-metal-e-24-and-26-cm-192702209297,6999 NOK,80cm,153cm,78cm,53cm,129cm,44cm,"Black Metal, E, 24 and 26 cm",192702209297,n,26,,153
74,sofacompany,Holm,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150003134115_Front_1.jpg,,https://no.sofacompany.com/holm-3-seater-sofa-velour-matt-dark-grey-walnut-stained-e-24-cm-150003134115,7999 NOK,75cm,203cm,83cm,60cm,173cm,46cm,"Walnut Stained, E, 24 cm",150003134115,n,24,,203
75,sofacompany,Holm,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/5/150003151230_holm_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/holm-3-seater-sofa-velour-lux-rosa-walnut-natural-e-24-cm-150003151230,7999 NOK,75cm,203cm,83cm,60cm,173cm,46cm,"Walnut Natural, E, 24 cm",150003151230,n,24,,203
76,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602202208_astha_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-agnes-brown-oak-soap-b-17-cm-125602202208,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Oak Soap, B, 17 cm",125602202208,n,17,,175
77,sofacompany,Evelyn,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/0/206124228229227320_evelyn_daybed_1760x880grey_v1.jpg,,https://no.sofacompany.com/evelyn-daybed-bench-elliot-light-grey-oak-f-24-cm-206124228229227320,6499 NOK,75cm,207cm,81cm,57cm,183cm,43cm,"Oak, F, 24 cm",206124228229227320,n,24,,207
78,sofacompany,Rem,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/0/001_1096_g.jpg,,https://no.sofacompany.com/rem-daybed-bench-elliot-light-grey-black-metal-e-18-cm-133905228141,11999 NOK,74cm,205cm,108cm,79cm,190cm,39cm,"Black Metal, E, 18 cm",133905228141,n,18,,205
79,sofacompany,Sigrid,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/6/161503059130_Front_1.jpg,,https://no.sofacompany.com/sigrid-3-seater-sofa-vega-sand-dune-walnut-natural-a-22-cm-161503059130,8499 NOK,84cm,212cm,91cm,57cm,182cm,48cm,"Walnut Natural, A, 22 cm",161503059130,n,22,,212
80,sofacompany,Sigrid,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/6/161503166022_Front_2.jpg,,https://no.sofacompany.com/sigrid-3-seater-sofa-velour-lux-navy-walnut-stained-a-22-cm-161503166022,8499 NOK,84cm,212cm,91cm,57cm,182cm,48cm,"Walnut Stained, A, 22 cm",161503166022,n,22,,212
81,sofacompany,Vincent,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/2/22301301164301_vincent_1seatercenter_1760x880grey_v1.jpg,,https://no.sofacompany.com/vincent-modular-sofa-velour-matt-beige-black-metal-e-14-cm-22301301164301,5499 NOK,77cm,104cm,97cm,64cm,104cm,46cm,"Black Metal, E, 14 cm",22301301164301,n,14,,104
82,sofacompany,Vincent,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/2/22301306164301_vincent_1seater_armleft_1760x880grey_v1.jpg,,https://no.sofacompany.com/vincent-modular-sofa-velour-matt-beige-black-metal-e-14-cm-22301306164301,6499 NOK,77cm,110cm,97cm,64cm,89cm,46cm,"Black Metal, E, 14 cm",22301306164301,n,14,,110
83,sofacompany,Vincent,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/2/22301307164301_vincent_1seaterarmright_1760x880grey_v1.jpg,,https://no.sofacompany.com/vincent-modular-sofa-velour-matt-beige-black-metal-e-14-cm-22301307164301,6499 NOK,77cm,110cm,97cm,64cm,89cm,46cm,"Black Metal, E, 14 cm",22301307164301,n,14,,110
84,sofacompany,Vincent,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/2/22301308164301_vincent_chaiseleft_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/vincent-modular-sofa-velour-matt-beige-black-metal-e-14-cm-22301308164301,8999 NOK,77cm,112cm,180cm,148cm,112cm,46cm,"Black Metal, E, 14 cm",22301308164301,n,14,,112
85,sofacompany,Vincent,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/2/22301309164301_vincent_chaiseright_1760x880grey_v1.jpg,,https://no.sofacompany.com/vincent-modular-sofa-velour-matt-beige-black-metal-e-14-cm-22301309164301,8999 NOK,77cm,112cm,180cm,148cm,112cm,46cm,"Black Metal, E, 14 cm",22301309164301,n,14,,112
86,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140809136117_vilmar_3s_chaise_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-velour-lux-dark-green-oak-e-17-cm-140809136117,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Oak, E, 17 cm",140809136117,n,17,163.0,256
87,sofacompany,Floyd,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/6/162503164170_Front_1.jpg,,https://no.sofacompany.com/floyd-3-seater-sofa-velour-matt-beige-smoked-oak-b-20-cm-162503164170,9499 NOK,81cm,213cm,86cm,58cm,192cm,46cm,"Smoked Oak, B, 20 cm",162503164170,n,20,,213
88,sofacompany,Floyd,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/6/162503168220_floyd_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/floyd-3-seater-sofa-velour-matt-steel-grey-oak-soap-b-20-cm-162503168220,7999 NOK,81cm,213cm,86cm,58cm,192cm,46cm,"Oak Soap, B, 20 cm",162503168220,n,20,,213
89,sofacompany,Vilmar,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/4/140810136117_vilmar_3s_chaise_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/vilmar-chaise-longue-sofa-velour-lux-dark-green-oak-e-17-cm-140810136117,13999 NOK,85cm,256cm,98cm,61cm,232cm,46cm,"Oak, E, 17 cm",140810136117,n,17,163.0,256
90,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240507166315_conrad_corner_sofa_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/conrad-cornersofa-velour-lux-navy-walnut-natural-f-15-cm-240507166315,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Walnut Natural, F, 15 cm",240507166315,n,15,,232
91,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240507177317_conrad_corner_sofa_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/conrad-cornersofa-olena-light-grey-oak-soap-f-15-cm-240507177317,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Oak Soap, F, 15 cm",240507177317,n,15,,232
