,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
114,IKEA,LYCKSELE LÖVÅS 2-seters sovesofa - Vallarum grå,https://www.ikea.com/no/no/images/products/lycksele-loevas-two-seat-sofa-bed-vallarum-grey__0404101_PE570019_S5.JPG,"IKEA - LYCKSELE LÖVÅS, 2-seters sovesofa, Vallarum grå, Enkel, fast polyetermadrass som kan brukes hver natt. Trekk av ekstra slitesterk polyester med en rillet, myk struktur. Gjøres enkelt om til en seng med plass til to. Med ekstra trekk er det enkelt å fornye sofaen og rommet.",https://www.ikea.com/no/no/p/lycksele-loevas-2-seters-sovesofa-vallarum-gra-s09149935/,2.499 NOK,2-seters sovesofa,True,"[{'productId': 's09149935', 'pipUrl': 'https://www.ikea.com/no/no/p/lycksele-loevas-2-seters-sovesofa-vallarum-gra-s09149935/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99280884', 'pipUrl': 'https://www.ikea.com/no/no/p/lycksele-loevas-2-seters-sovesofa-vallarum-cerise-s99280884/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's89149899', 'pipUrl': 'https://www.ikea.com/no/no/p/lycksele-loevas-2-seters-sovesofa-vallarum-turkis-s89149899/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': 's09840088', 'pipUrl': 'https://www.ikea.com/no/no/p/lycksele-loevas-2-seters-sovesofa-ransta-hvit-s09840088/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",LYCKSELE LÖVÅS,,,142 cm,100 cm,,,,60 cm,39 cm,,,87 cm,,,,,,,,,,,,,140 cm,188 cm,,,10 cm,,,,,,,188 cm,140 cm,,,,,,,,,,,,,,,,100,100,142
115,IKEA,GRÖNLID 2-seters modul - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-2-seat-section-ljungen-medium-grey__0577156_PE668631_S5.JPG,"IKEA - GRÖNLID, 2-seters modul, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-2-seters-modul-ljungen-mellomgra-s69255980/,4.165 NOK,2-seters modul,True,"[{'productId': 's79255687', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-2-seters-modul-sporda-natur-s79255687/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's69255980', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-2-seters-modul-ljungen-mellomgra-s69255980/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99256214', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-2-seters-modul-ljungen-lys-gronn-s99256214/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's99256389', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-2-seters-modul-ljungen-mork-rod-s99256389/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's29254647', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-2-seters-modul-inseros-hvit-s29254647/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,141 cm,98 cm,7 cm,,140 cm,60 cm,49 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,141
116,IKEA,LIDHULT Sjeselong - Gassebol lys beige,https://www.ikea.com/no/no/images/products/lidhult-chaise-longue-section-gassebol-light-beige__0662293_PE711829_S5.JPG,"IKEA - LIDHULT, Sjeselong, Gassebol lys beige, Du sitter komfortabelt takket være pocketfjærene som støtter på alle de riktige stedene og følger kroppen perfekt. Sofaen føles ekstra myk og koselig å sitte i, takket være topplaget av kulefiber. Den høye ryggen og nakkestøtten øker komforten.",https://www.ikea.com/no/no/p/lidhult-sjeselong-gassebol-lys-beige-s09289935/,3.995 NOK,Sjeselong,True,"[{'productId': 's09289935', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-sjeselong-gassebol-lys-beige-s09289935/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09289940', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-sjeselong-gassebol-bla-gra-s09289940/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19289930', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-sjeselong-lejde-rodbrun-s19289930/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
117,IKEA,"VIMLE Hjørnesovesofa, 5-seter - med sjeselong, Gunnared mellomgrå",https://www.ikea.com/no/no/images/products/vimle-corner-sofa-bed-5-seat-with-chaise-longue-gunnared-medium-grey__0686288_PE721734_S5.JPG,"IKEA - VIMLE, Hjørnesovesofa, 5-seter, med sjeselong, Gunnared mellomgrå, Denne myke og koselige sofaen får et langt liv siden seteputene er fylt med høyelastisk polyeter som gir god støtte for kroppen og raskt gjenopptar sin opprinnelige form når du reiser deg.",https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-gunnared-mellomgra-s39293813/,16.375 NOK,"Hjørnesovesofa, 5-seter",True,"[{'productId': 's69293798', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-gunnared-beige-s69293798/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's89293858', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-orrsta-blasvart-s89293858/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09293763', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-farsta-mork-brun-s09293763/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's39293813', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-gunnared-mellomgra-s39293813/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59293751', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-farsta-svart-s59293751/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's99299732', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesovesofa-5-seter-med-sjeselong-dalstorp-flerfarget-s99299732/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,83 cm,68 cm,,98 cm,,,,55 cm,48 cm,,,,349 cm,249 cm,,,,,,,,,,,140 cm,200 cm,,,12 cm,,,,53 cm,241 cm,,,,,,,,,,,,,,,,,,,249,98,349
118,IKEA,"LANDSKRONA 3-seters sofa - med sjeselong, Grann/Bomstad gyllenbrun/tre",https://www.ikea.com/no/no/images/products/landskrona-3-seat-sofa-with-chaise-longue-grann-bomstad-golden-brown-wood__0602358_PE680291_S5.JPG,"IKEA - LANDSKRONA, 3-seters sofa, med sjeselong, Grann/Bomstad gyllenbrun/tre, 10 års garanti. Les om vilkårene i garantiheftet. Kontaktområder dekket av mykt, gjennomfarget 1,2 mm tykt narvskinn som er smidig og mykt å ta på. Flyttbare armlener gjør det enkelt å legge til en sjeselong.",https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-grann-bomstad-gyllenbrun-tre-s89272648/,12.990 NOK,3-seters sofa,True,"[{'productId': 's89272648', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-grann-bomstad-gyllenbrun-tre-s89272648/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's49031873', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-grann-bomstad-grann-bomstad-svart-metall-s49031873/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's19031898', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-grann-bomstad-grann-bomstad-hvit-metall-s19031898/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",LANDSKRONA,,,242 cm,,,,,,,,158 cm,78 cm,,,64 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,242
119,IKEA,VALLENTUNA 2-seters modulsofa med 2 senger - Hillared lys blå,https://www.ikea.com/no/no/images/products/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-hillared-light-blue__0623711_PE691329_S5.JPG,"IKEA - VALLENTUNA, 2-seters modulsofa med 2 senger, Hillared lys blå, Alle modulene i VALLENTUNA-serien kan brukes frittstående eller settes sammen til akkurat den sofakombinasjonen i hvilken som helst størrelse, som passer deg perfekt. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-hillared-lys-bla-s29277700/,11.470 NOK,2-seters modulsofa med 2 senger,True,"[{'productId': 's29277700', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-hillared-lys-bla-s29277700/', 'selected': True, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's19277079', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-hillared-mork-gra-s19277079/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99277706', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-orrsta-olivengronn-s99277706/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's49277718', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-murum-svart-s49277718/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's29277724', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-2-senger-murum-hvit-s29277724/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",VALLENTUNA,,,186 cm,113 cm,,,,100 cm,45 cm,,,84 cm,,,,,,,,,,,,,160 cm,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,186
120,IKEA,"STOCKSUND Benk - Ljungen blå, svart/tre",https://www.ikea.com/no/no/images/products/stocksund-bench-ljungen-blue-black-wood__0405144_PE575046_S5.JPG,"IKEA - STOCKSUND, Benk, Ljungen blå, svart/tre, En pen og praktisk benk som gir en varm, koselig følelse. Fungerer like bra i stuen og gangen som på soverommet. Oppbevaringsplass under setet. Lokket holdes åpent slik at du trygt og enkelt kan legge ting nedi eller ta dem ut.",https://www.ikea.com/no/no/p/stocksund-benk-ljungen-bla-svart-tre-s39129342/,2.299 NOK,Benk,True,"[{'productId': 's39129342', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-benk-ljungen-bla-svart-tre-s39129342/', 'selected': True, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's69315941', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-benk-ljungen-mellomgra-svart-tre-s69315941/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's49274729', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-benk-nolhaga-mork-gronn-lys-brun-tre-s49274729/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's49274734', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-benk-nolhaga-mork-gronn-svart-tre-s49274734/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's09274769', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-benk-segersta-flerfarget-lys-brun-tre-s09274769/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",STOCKSUND,,,144 cm,49 cm,,,,,,,,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,144
121,IKEA,GRÖNLID 1-seters modul - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-1-seat-section-ljungen-medium-grey__0577155_PE668630_S5.JPG,"IKEA - GRÖNLID, 1-seters modul, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-1-seters-modul-ljungen-mellomgra-s99255974/,2.250 NOK,1-seters modul,True,"[{'productId': 's09255681', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-1-seters-modul-sporda-natur-s09255681/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's99255974', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-1-seters-modul-ljungen-mellomgra-s99255974/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19256208', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-1-seters-modul-ljungen-lys-gronn-s19256208/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's29256383', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-1-seters-modul-ljungen-mork-rod-s29256383/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's59254641', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-1-seters-modul-inseros-hvit-s59254641/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,71 cm,98 cm,7 cm,,70 cm,60 cm,49 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,71
122,IKEA,"VIMLE 3-seters sofa - med sjeselong med nakkestøtte, Tallmyra svart/grå",https://www.ikea.com/no/no/images/products/vimle-3-seat-sofa__0579299_PE675183_S5.JPG,"IKEA - VIMLE, 3-seters sofa, med sjeselong med nakkestøtte, Tallmyra svart/grå, Denne myke og koselige sofaen får et langt liv siden seteputene er fylt med høyelastisk polyeter som gir god støtte for kroppen og raskt gjenopptar sin opprinnelige form når du reiser deg.",https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-tallmyra-svart-gra-s89295579/,9.490 NOK,3-seters sofa,True,"[{'productId': 's89295584', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-tallmyra-beige-s89295584/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's99295588', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-orrsta-blasvart-s99295588/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's99295593', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-gunnared-mellomgra-s99295593/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89295579', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-tallmyra-svart-gra-s89295579/', 'selected': True, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's29298745', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-sofa-med-sjeselong-med-nakkestotte-dalstorp-flerfarget-s29298745/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,83 cm,68 cm,252 cm,98 cm,6 cm,15 cm,222 cm,55 cm,48 cm,164 cm,125 cm,,,,68 cm,,,,,,,,,,,,,,,,103 cm,,,,,,,,,,,,,,,,,,,,,,164,98,252
123,IKEA,"FÄRLÖV Hjørnesofa, 5-seters - Djuparp mørk grå",https://www.ikea.com/no/no/images/products/faerloev-corner-sofa-5-seat__0479729_PE619079_S5.JPG,"IKEA - FÄRLÖV, Hjørnesofa, 5-seters, Djuparp mørk grå, Pocketfjærer som følger kroppens konturer. Det øvre laget av fiberkuler og den myke kvaliteten gjør sofaen god og komfortabel å slappe av på, så lenge du vil. Fløyelen er vevet av viskose og polyester, som gjør den varig.",https://www.ikea.com/no/no/p/faerloev-hjornesofa-5-seters-djuparp-mork-gra-s09192721/,15.999 NOK,"Hjørnesofa, 5-seters",True,"[{'productId': 's79192727', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-hjornesofa-5-seters-djuparp-gulbeige-s79192727/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09192721', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-hjornesofa-5-seters-djuparp-mork-gra-s09192721/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19192706', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-hjornesofa-5-seters-flodafors-hvit-s19192706/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",FÄRLÖV,88 cm,,,106 cm,15 cm,,,64 cm,48 cm,,,,270 cm,310 cm,61 cm,,,,,,231 cm,271 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,106,270
124,IKEA,"GRÖNLID U-formet 6-seters sofa - med åpen ende, Ljungen mellomgrå",https://www.ikea.com/no/no/images/products/groenlid-u-shaped-sofa-6-seat-with-open-end-ljungen-medium-grey__0577281_PE668737_S5.JPG,"IKEA - GRÖNLID, U-formet 6-seters sofa, med åpen ende, Ljungen mellomgrå, Sofamodulene kan settes sammen på ulike måter for å få en størrelse og form som passer deg. Hvis du noen gang trenger en større sofa, kan du alltids legge til en modul eller to. 12 ryggputer inkludert.",https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-ljungen-mellomgra-s09256077/,18.870 NOK,U-formet 6-seters sofa,True,"[{'productId': 's29255675', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-sporda-natur-s29255675/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09256077', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-ljungen-mellomgra-s09256077/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39256311', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-ljungen-lys-gronn-s39256311/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's39256486', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-ljungen-mork-rod-s39256486/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's69254810', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-u-formet-6-seters-sofa-med-apen-ende-inseros-hvit-s69254810/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,,327 cm,252 cm,7 cm,18 cm,,60 cm,49 cm,,,,,,68 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,252,327
125,IKEA,"LIDHULT Hjørnesofa, 6-seters - med sjeselong, Gassebol blå/grå",https://www.ikea.com/no/no/images/products/lidhult-corner-sofa-6-seat__0620147_PE689459_S5.JPG,"IKEA - LIDHULT, Hjørnesofa, 6-seters, med sjeselong, Gassebol blå/grå, Armlener med ekstra fyll er laget for å være komfortable å lene seg opp mot eller hvile hodet mot når du ligger. Oppbevaringplass under sjeselongen. Lokket holdes åpent slik at du enkelt kan legge inn og ta ut ting.",https://www.ikea.com/no/no/p/lidhult-hjornesofa-6-seters-med-sjeselong-gassebol-bla-gra-s09257270/,17.980 NOK,"Hjørnesofa, 6-seters",True,"[{'productId': 's99257275', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesofa-6-seters-med-sjeselong-gassebol-lys-beige-s99257275/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09257270', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesofa-6-seters-med-sjeselong-gassebol-bla-gra-s09257270/', 'selected': True, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's99257280', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesofa-6-seters-med-sjeselong-lejde-gra-svart-s99257280/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89257290', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesofa-6-seters-med-sjeselong-lejde-rod-brun-rodbrun-s89257290/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,102 cm,76 cm,,,7 cm,,,53 cm,45 cm,164 cm,120 cm,,367 cm,275 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,0,367
126,IKEA,VALLENTUNA Sittemodul med ryggstøtte - Hillared mørk grå,https://www.ikea.com/no/no/images/products/vallentuna-seat-module-with-backrest-hillared-dark-grey__0404275_PE588621_S5.JPG,"IKEA - VALLENTUNA, Sittemodul med ryggstøtte, Hillared mørk grå, Alle modulene i VALLENTUNA-serien kan brukes frittstående eller settes sammen til akkurat den sofakombinasjonen i hvilken som helst størrelse, som passer deg perfekt. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-hillared-mork-gra-s09276971/,3.985 NOK,Sittemodul med ryggstøtte,True,"[{'productId': 's59277416', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-hillared-lys-bla-s59277416/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09276971', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-hillared-mork-gra-s09276971/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's69277430', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-orrsta-olivengronn-s69277430/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's49277474', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-murum-svart-s49277474/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's19277480', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-med-ryggstotte-murum-hvit-s19277480/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",VALLENTUNA,,,113 cm,93 cm,,,,80 cm,45 cm,,,84 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,113
127,IKEA,"VALLENTUNA 2-seters modulsofa - med oppbevaring, Murum svart",https://www.ikea.com/no/no/images/products/vallentuna-modular-loveseat__0731612_PE738348_S5.JPG,"IKEA - VALLENTUNA, 2-seters modulsofa, med oppbevaring, Murum svart, Alle modulene i VALLENTUNA-serien kan brukes frittstående eller settes sammen til akkurat den sofakombinasjonen i hvilken som helst størrelse, som passer deg perfekt. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-murum-svart-s09277536/,7.385 NOK,2-seters modulsofa,True,"[{'productId': 's69277524', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-hillared-lys-bla-s69277524/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's29277026', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-orrsta-lys-gra-s29277026/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39277530', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-orrsta-olivengronn-s39277530/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's09277536', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-murum-svart-s09277536/', 'selected': True, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's49277582', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-2-seters-modulsofa-med-oppbevaring-murum-hvit-s49277582/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",VALLENTUNA,,,186 cm,113 cm,,,,,45 cm,,,84 cm,,,,,,100 cm,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,186
